# total_time tau_hot tau_cold eta power W_out Q_hot Q_cold W_comp W_exp W_net
1.330500000000000000e+03 4.410000000000000000e+02 8.820000000000000000e+02 -6.293294825451467567e-01 -4.854965124907017332e-05 -6.459531098688786610e-02 1.026414823689019429e-01 -2.152721897142392260e-01 -5.401702589340963145e-01 6.047655699209841806e-01 6.459531098688786610e-02
1.333500000000000000e+03 4.420000000000000000e+02 8.840000000000000000e+02 -5.361002332536869419e-01 -4.160190602862794026e-05 -5.547614168917536226e-02 1.034809131726745768e-01 -2.067083519464919528e-01 -5.406885444334061930e-01 5.961646861225815552e-01 5.547614168917536226e-02
1.336500000000000000e+03 4.430000000000000000e+02 8.860000000000000000e+02 -6.011849144532774858e-01 -4.692300574647610093e-05 -6.271259718016530815e-02 1.043149880718425293e-01 -2.144473936933207203e-01 -5.412034384486810179e-01 6.039160356288463261e-01 6.271259718016530815e-02
1.339500000000000000e+03 4.440000000000000000e+02 8.880000000000000000e+02 -5.258671571128097355e-01 -4.127781950584348016e-05 -5.529163922807733833e-02 1.051437392128599935e-01 -2.075693450461492118e-01 -5.417149631721545067e-01 5.970066024002318450e-01 5.529163922807733833e-02
1.342500000000000000e+03 4.450000000000000000e+02 8.900000000000000000e+02 -5.741652424412266864e-01 -4.532043371852561902e-05 -6.084268226712064020e-02 1.059671985863001459e-01 -2.136218142628104333e-01 -5.422231406506599072e-01 6.030658229177805474e-01 6.084268226712064020e-02
1.345500000000000000e+03 4.460000000000000000e+02 8.920000000000000000e+02 -5.161649634292676536e-01 -4.096535196373465149e-05 -5.511888106720497227e-02 1.067853980266487979e-01 -2.084288592757489178e-01 -5.427279927864121500e-01 5.978468738536171223e-01 5.511888106720497227e-02
1.348500000000000000e+03 4.470000000000000000e+02 8.940000000000000000e+02 -5.482312640183001351e-01 -4.374400441941598465e-05 -5.898878995958245497e-02 1.075983692123282237e-01 -2.127988293409181220e-01 -5.432295413379519822e-01 6.022183312975344371e-01 5.898878995958245497e-02
1.351500000000000000e+03 4.480000000000000000e+02 8.960000000000000000e+02 -5.069291997185946252e-01 -4.066166456019293634e-05 -5.495423965310075598e-02 1.084061436658350364e-01 -2.092834290729467250e-01 -5.437278079211205206e-01 5.986820475742212766e-01 5.495423965310075598e-02
1.354500000000000000e+03 4.490000000000000000e+02 8.980000000000000000e+02 -5.233463095934169917e-01 -4.219564247241504995e-05 -5.715399772888618557e-02 1.092087527535803432e-01 -2.119816704443615030e-01 -5.442228140098310796e-01 6.013768117387172651e-01 5.715399772888618557e-02
1.357500000000000000e+03 4.500000000000000000e+02 9.000000000000000000e+02 -4.981018762523083399e-01 -4.036413142534320535e-05 -5.479430840990340279e-02 1.100062276861368676e-01 -2.101298070627487802e-01 -5.447145809370950165e-01 5.995088893469984193e-01 5.479430840990340279e-02
1.360500000000000000e+03 4.510000000000000000e+02 9.020000000000000000e+02 -4.994786047083925595e-01 -4.067734648356912769e-05 -5.534152989089580199e-02 1.107985995180023747e-01 -2.111737148676071374e-01 -5.452031298957125127e-01 6.005446597866083147e-01 5.534152989089580199e-02
